"","ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","MntMeatProducts","NumWebPurchases","NumCatalogPurchases","NumStorePurchases"
"1397",8663,1974,"Graduation","Divorced",39996,1,1,1.46410161513775,0,-2,0.82842712474619
"1398",2589,1972,"Graduation","Divorced",26759,1,0,6,0.82842712474619,0,1.46410161513775
"1399",3421,1968,"Master","Divorced",63841,0,1,18,4,1.46410161513775,4
"1400",10490,1969,"PhD","Married",51039,1,1,15.7763888346312,2.89897948556636,0.82842712474619,2
"1401",4094,1961,"Graduation","Married",60544,1,1,11.114877048604,2.47213595499958,0,2.47213595499958
"1402",9958,1972,"Graduation","Married",65685,0,1,12,4,0.82842712474619,4
"1403",2534,1953,"Graduation","Married",37716,0,1,10.8062484748657,2,0,1.46410161513775
"1404",4188,1957,"Graduation","Single",36864,0,1,10.4899959967968,2.47213595499958,0.82842712474619,2
"1405",6613,1970,"Master","Married",44511,1,0,21.0651251893416,3.65685424949238,2,3.65685424949238
"1406",10827,1967,"PhD","Married",36947,1,1,7.16515138991168,1.46410161513775,-2,2
"1407",5491,1951,"Master","Together",47352,0,1,19.1660104885167,2.89897948556636,0,2.47213595499958
"1408",8402,1953,"Master","Married",67087,0,1,27.7993288515027,3.29150262212918,2.47213595499958,3.65685424949238
"1409",8783,1950,"Graduation","Married",57045,0,1,18.3960780543711,2,0.82842712474619,4
"1410",10010,1953,"PhD","Divorced",36957,1,1,6,1.46410161513775,0.82842712474619,0.82842712474619
"1411",618,1977,"PhD","Married",69389,0,1,28.854497241083,3.29150262212918,0.82842712474619,4.92820323027551
"1412",9121,1972,"Graduation","Married",80134,1,0,30.9848450049413,2.47213595499958,1.46410161513775,2.89897948556636
"1413",361,1969,"Master","Married",43142,1,1,3.29150262212918,0,-2,0.82842712474619
"1414",4310,1944,"Graduation","Married",80589,0,0,43.6070170039655,2.47213595499958,4.32455532033676,2.47213595499958
"1415",2678,1990,"Graduation","Single",34412,1,0,12.142135623731,2.47213595499958,-2,1.46410161513775
"1416",6376,1979,"Graduation","Single",57537,1,0,21.5796522451032,2,1.46410161513775,3.65685424949238
"1417",524,1966,"Basic","Together",22634,0,0,4.6332495807108,0.82842712474619,0,0.82842712474619
"1418",10341,1948,"Graduation","Together",51315,0,0,10.4899959967968,0.82842712474619,0.82842712474619,2.47213595499958
"1419",5654,1972,"Graduation","Married",36026,2,1,4.32455532033676,0.82842712474619,-2,1.46410161513775
"1420",4098,1973,"Graduation","Married",24639,1,1,6,0.82842712474619,-2,2
"1421",5824,1972,"PhD","Together",34578,2,1,0,0,-2,0.82842712474619
"1422",7000,1972,"2n Cycle","Single",65704,0,0,15.2046505340853,0.82842712474619,4.32455532033676,4.32455532033676
"1423",2561,1966,"Graduation","Single",63810,0,1,29.8119474411737,2,1.46410161513775,4.92820323027551
"1424",5229,1969,"PhD","Together",54132,0,1,3.65685424949238,0,-2,1.46410161513775
"1425",4086,1959,"Graduation","Married",18690,0,0,3.29150262212918,0,0,0.82842712474619
"1426",2428,1970,"Graduation","Married",28164,1,0,8.19803902718557,0.82842712474619,-2,2
"1427",8254,1974,"PhD","Married",34596,1,0,0.82842712474619,0,-2,0.82842712474619
"1428",2836,1972,"PhD","Married",43269,1,0,3.29150262212918,0,-2,0.82842712474619
"1429",8418,1958,"2n Cycle","Single",38741,1,1,6.24621125123532,0.82842712474619,-2,1.46410161513775
"1430",1362,1972,"Graduation","Single",31907,0,0,14,2.89897948556636,0,2.89897948556636
"1431",7152,1983,"Master","Married",27100,1,0,5.21110255092798,0,-2,1.46410161513775
"1432",10033,1973,"2n Cycle","Divorced",31163,1,0,4.32455532033676,0,-2,1.46410161513775
"1433",9349,1985,"Graduation","Married",92533,0,0,19.7255609824004,2.89897948556636,2.47213595499958,4.6332495807108
"1434",274,1973,"Graduation","Single",34853,1,1,5.74596669241483,0.82842712474619,-2,1.46410161513775
"1435",3388,1967,"Graduation","Divorced",70844,1,1,14.3707055437449,2.89897948556636,0,2.47213595499958
"1436",922,1979,"2n Cycle","Married",31086,1,1,4.6332495807108,0,0,0.82842712474619
"1437",8588,1961,"Graduation","Married",60544,1,1,11.114877048604,2.47213595499958,0,2.47213595499958
"1438",2518,1986,"2n Cycle","Together",20491,0,0,2.47213595499958,-2,0,0.82842712474619
"1439",574,1964,"Graduation","Married",42523,0,0,4.6332495807108,0,0,2
"1440",3220,1983,"Graduation","Married",39922,1,0,13.3622914957372,1.46410161513775,-2,2
"1441",5967,1952,"Graduation","Together",33402,1,1,6.71779788708135,0.82842712474619,0,1.46410161513775
"1442",1183,1949,"Master","Married",36408,1,1,2,0,-2,0.82842712474619
"1443",6856,1979,"Graduation","Together",21645,1,0,7.59166304662544,1.46410161513775,-2,1.46410161513775
"1444",4530,1948,"Master","Widow",78427,0,0,46.7852436706019,1.46410161513775,3.29150262212918,4.32455532033676
"1445",1553,1946,"Graduation","Together",82657,0,0,49.8459255872629,3.29150262212918,2.47213595499958,4.32455532033676
"1446",4682,1958,"Graduation","Married",51876,0,0,18.1990098767242,0.82842712474619,0.82842712474619,3.65685424949238
"1447",8204,1971,"2n Cycle","Married",78041,0,0,45.0319040652194,2,2,4
"1448",5221,1957,"Graduation","Married",52852,0,1,17.8997487421324,4.32455532033676,3.29150262212918,2.47213595499958
"1449",1232,1982,"PhD","Together",70038,0,0,35.3095162123553,2,2,3.65685424949238
"1450",1927,1973,"2n Cycle","Together",69401,0,1,23.219040425837,2,2,2.47213595499958
"1451",5788,1972,"Graduation","Together",46053,1,0,17.1833260932509,1.46410161513775,0.82842712474619,2
"1452",6652,1965,"Graduation","Married",77343,0,0,45.8748368143433,1.46410161513775,2,4
"1453",6246,1953,"Graduation","Single",73892,0,0,47.0306026885251,1.46410161513775,4.6332495807108,3.65685424949238
"1454",5975,1967,"PhD","Single",40304,1,0,6.24621125123532,0.82842712474619,-2,1.46410161513775
"1455",6875,1965,"PhD","Together",32727,0,0,24.8328157299975,3.29150262212918,1.46410161513775,2.47213595499958
"1456",4399,1969,"Graduation","Together",68695,0,0,35.7359245282264,2,2,3.29150262212918
"1457",4042,1971,"Graduation","Divorced",43300,0,1,12.422205101856,2,-2,2
"1458",2157,1972,"Graduation","Together",26290,1,1,6,0.82842712474619,-2,2
"1459",10133,1970,"Graduation","Single",93790,0,0,52.0740233383831,2.89897948556636,3.29150262212918,4.92820323027551
"1460",2525,1974,"PhD","Married",38410,0,0,20.1810730128188,2.47213595499958,0.82842712474619,4
"1461",8233,1950,"Master","Widow",64866,0,1,7.16515138991168,3.29150262212918,1.46410161513775,3.29150262212918
"1462",9483,1959,"Graduation","Together",57957,0,1,24.6082693913001,2,2.89897948556636,3.65685424949238
"1463",2945,1955,"PhD","Together",46015,1,1,0.82842712474619,0,-2,1.46410161513775
"1464",10403,1978,"Graduation","Together",16531,1,0,2.89897948556636,1.46410161513775,-2,1.46410161513775
"1465",5074,1986,"Master","Married",28072,1,0,4.32455532033676,0,-2,1.46410161513775
"1466",10524,1963,"Master","Divorced",49476,0,1,17.4935886896179,0.82842712474619,4.6332495807108,2.47213595499958
"1467",4690,1953,"Graduation","Married",50725,0,1,15.3205080756888,3.65685424949238,0,3.65685424949238
"1468",7521,1952,"Graduation","Together",83844,0,0,35.1483512420134,2,2,4.6332495807108
"1469",7196,1950,"PhD","Married",41145,1,1,1.46410161513775,-2,-2,1.46410161513775
"1470",4406,1970,"Graduation","Together",67419,0,1,35.5233260785874,4,2,3.65685424949238
"1471",9672,1970,"2n Cycle","Married",23162,1,1,4,0,0,1.46410161513775
"1472",4864,1977,"Graduation","Married",34380,1,0,13.2315462117278,2,0,1.46410161513775
"1473",4706,1966,"Graduation","Single",34704,0,1,2.47213595499958,0,-2,1.46410161513775
"1474",4070,1969,"PhD","Married",94871,0,2,45.0319040652194,3.65685424949238,2.47213595499958,2
"1475",25,1958,"Graduation","Married",65148,0,1,39.0852771683483,2.89897948556636,2.89897948556636,3.29150262212918
"1476",3697,1954,"Graduation","Together",39898,0,1,8.19803902718557,1.46410161513775,-2,2
"1477",217,1956,"Master","Single",64857,0,0,51.5537113559835,3.29150262212918,2.47213595499958,4.32455532033676
"1478",4220,1970,"PhD","Married",59892,0,1,5.21110255092798,0.82842712474619,0,1.46410161513775
"1479",5286,1987,"Master","Single",41020,0,0,12.6969384566991,1.46410161513775,0.82842712474619,2
"1480",9559,1961,"PhD","Married",57072,0,1,13.4919333848297,3.29150262212918,2.47213595499958,5.21110255092798
"1481",2849,1979,"Graduation","Single",60474,0,1,32.8137903710584,4.32455532033676,0.82842712474619,4.92820323027551
"1482",7787,1960,"Graduation","Together",62807,0,1,21.2379000772445,2.47213595499958,1.46410161513775,4.92820323027551
"1483",3102,1981,"2n Cycle","Together",19414,1,0,4.92820323027551,0,-2,1.46410161513775
"1484",5868,1980,"Graduation","Married",19107,1,0,4,0,-2,1.46410161513775
"1485",8370,1976,"2n Cycle","Together",75484,0,1,30.1869538788622,3.29150262212918,1.46410161513775,2.89897948556636
"1486",9988,1976,"Master","Single",70379,0,1,21.832750575626,2.89897948556636,1.46410161513775,5.21110255092798
"1487",2939,1970,"Master","Together",79419,0,0,50.4213696883246,2,2.89897948556636,2
"1488",5529,1946,"PhD","Together",64014,2,1,8.95445115010332,3.65685424949238,0.82842712474619,2.47213595499958
"1489",9743,1955,"Graduation","Married",76998,0,1,23.377155080899,4.6332495807108,3.65685424949238,3.65685424949238
"1490",5763,1972,"Master","Together",49854,1,0,24.153393661244,2.89897948556636,0.82842712474619,2.47213595499958
"1491",3478,1971,"PhD","Married",60585,1,1,33.1567916624939,3.29150262212918,2,4
"1492",7494,1950,"PhD","Divorced",42873,1,1,10.6491106406735,2.89897948556636,0,2
"1493",1763,1988,"Graduation","Together",87679,0,0,55.0964096944808,3.29150262212918,4.6332495807108,4.32455532033676
"1494",7250,1978,"Graduation","Together",57867,1,0,24.6833281282527,3.29150262212918,0.82842712474619,4
"1495",2005,1990,"Graduation","Married",35765,1,0,8.95445115010332,0.82842712474619,-2,2
"1496",10770,1959,"Graduation","Married",65492,0,0,32.3511280746353,2,3.29150262212918,5.21110255092798
"1497",6885,1977,"Graduation","Divorced",32952,1,0,4.92820323027551,0.82842712474619,-2,1.46410161513775
"1498",2072,1969,"PhD","Together",53374,0,1,18.0997512422418,2,0.82842712474619,4
"1499",9463,1959,"Graduation","Together",71706,0,1,29.8119474411737,4,2.47213595499958,3.29150262212918
"1500",6318,1988,"Graduation","Married",68487,0,0,37.2428337406972,4,3.29150262212918,5.21110255092798
"1501",4093,1975,"Master","Together",53253,1,1,13.0996688705415,2,1.46410161513775,2.47213595499958
"1502",5751,1973,"2n Cycle","Divorced",31163,1,0,4.32455532033676,0,-2,1.46410161513775
"1503",3340,1977,"Graduation","Married",42014,1,0,18.7846096908265,3.29150262212918,0,2.89897948556636
"1504",3594,1973,"Master","Married",54108,1,1,17.0787840283389,3.65685424949238,0.82842712474619,4
"1505",3584,1955,"PhD","Single",49667,0,0,19.9089023002066,2.47213595499958,4.32455532033676,2.47213595499958
"1506",3643,1974,"Master","Married",63206,0,0,20.3606797749979,2,1.46410161513775,2.89897948556636
"1507",851,1972,"Master","Married",57136,1,1,18.8806130178211,2.47213595499958,0.82842712474619,4.32455532033676
"1508",7706,1975,"2n Cycle","Together",46772,0,1,25.495454169735,4.6332495807108,3.65685424949238,2.47213595499958
"1509",3967,1971,"PhD","Married",78931,0,0,24.0768096208106,0.82842712474619,3.65685424949238,5.21110255092798
"1510",10128,1958,"Graduation","Together",53977,0,1,23.6904651573303,2.47213595499958,2.47213595499958,4.92820323027551
"1511",486,1988,"Graduation","Married",84219,0,0,38,1.46410161513775,2,4.32455532033676
"1512",9,1975,"Master","Single",46098,1,1,8.39230484541326,1.46410161513775,0.82842712474619,0.82842712474619
"1513",9451,1965,"Graduation","Married",73538,0,1,39.3763217311544,4.32455532033676,2,4
"1514",9264,1986,"Graduation","Married",79529,0,0,51.1413210223457,2,3.65685424949238,4
"1515",3865,1977,"2n Cycle","Together",20981,0,0,4.32455532033676,1.46410161513775,0,0.82842712474619
"1516",2853,1980,"Graduation","Single",51766,1,0,16.6547581061776,2,0.82842712474619,2
"1517",1490,1962,"Graduation","Married",55759,0,1,16.4390889145858,4.32455532033676,1.46410161513775,3.65685424949238
"1518",6310,1978,"Graduation","Married",33039,1,0,4.92820323027551,0.82842712474619,-2,2
"1519",10380,1972,"Master","Married",37787,1,0,10.6491106406735,1.46410161513775,-2,1.46410161513775
"1520",3887,1970,"Graduation","Single",27242,1,0,8.19803902718557,0.82842712474619,-2,1.46410161513775
"1521",4278,1983,"PhD","Single",87188,0,0,51.8144961882948,4.32455532033676,0.82842712474619,2.89897948556636
"1522",8643,1971,"Graduation","Together",69930,0,0,55.5152153781936,2,2.47213595499958,4.92820323027551
"1523",1998,1976,"Graduation","Single",37697,1,0,7.16515138991168,0.82842712474619,0,1.46410161513775
"1524",10795,1973,"PhD","Married",37401,1,0,6.71779788708135,0.82842712474619,-2,1.46410161513775
"1525",11110,1973,"Graduation","Single",3502,1,0,0,-2,-2,-2
"1526",2408,1976,"Graduation","Married",58597,1,1,25.1293199325011,3.29150262212918,2,4
"1527",202,1948,"PhD","Widow",82032,0,0,36.8329756778952,2,2.89897948556636,3.29150262212918
"1528",7998,1958,"Graduation","Together",28087,1,1,6.24621125123532,0.82842712474619,0.82842712474619,0.82842712474619
"1529",830,1987,"PhD","Single",74004,0,0,45.3286382647969,2,2.89897948556636,2
"1530",3536,1960,"Graduation","Together",19740,0,1,1.46410161513775,0,0,1.46410161513775
"1531",6050,1975,"2n Cycle","Married",57036,0,1,27.5972971738975,2.89897948556636,1.46410161513775,5.21110255092798
"1532",125,1958,"2n Cycle","Together",53083,1,1,9.48912529307606,2.47213595499958,0,2.47213595499958
"1533",3463,1975,"PhD","Married",69283,0,1,21.1516738055805,3.29150262212918,1.46410161513775,5.21110255092798
"1534",2804,1975,"Master","Single",46098,1,1,8.39230484541326,1.46410161513775,0.82842712474619,0.82842712474619
"1535",3745,1988,"2n Cycle","Married",23331,1,0,3.29150262212918,1.46410161513775,-2,1.46410161513775
"1536",9771,1988,"2n Cycle","Single",23331,1,0,18.0997512422418,2.47213595499958,0,2.47213595499958
"1537",451,1989,"Graduation","Single",9255,1,0,3.29150262212918,0,0,0.82842712474619
"1538",10530,1959,"PhD","Widow",67786,0,0,40,1.46410161513775,2.89897948556636,2.89897948556636
"1539",1079,1971,"PhD","Married",71969,0,1,15.4355957741627,1.46410161513775,2,4
"1540",8920,1967,"Master","Single",59235,1,0,41.3128156554154,4.6332495807108,0.82842712474619,4.92820323027551
"1541",6678,1989,"Graduation","Together",31928,1,0,7.79795897113271,1.46410161513775,-2,2
"1542",3852,1961,"Master","Together",74881,1,1,30.86335345031,4,0.82842712474619,4.92820323027551
"1543",528,1978,"Graduation","Married",65819,0,0,50.9528091794949,2.47213595499958,2,4.32455532033676
"1544",73,1953,"PhD","Single",51411,1,2,1.46410161513775,-2,-2,1.46410161513775
"1545",5589,1964,"Graduation","Divorced",51983,0,1,19.4476105895272,4,0.82842712474619,4.32455532033676
"1546",10212,1986,"Master","Together",42386,1,0,6,1.46410161513775,-2,1.46410161513775
"1547",6365,1987,"2n Cycle","Married",30390,0,0,4.92820323027551,0.82842712474619,-2,1.46410161513775
"1548",5636,1963,"Graduation","Single",30983,0,0,12.142135623731,2,-2,1.46410161513775
"1549",591,1957,"Graduation","Widow",66033,0,1,24.7581763205193,3.65685424949238,1.46410161513775,3.29150262212918
"1550",2217,1975,"2n Cycle","Married",37284,1,1,0.82842712474619,-2,-2,1.46410161513775
"1551",2544,1951,"Master","Divorced",57530,0,1,8.39230484541326,0,0,2
"1552",7725,1965,"2n Cycle","Married",76800,0,0,29.9374388453426,2,2,3.29150262212918
"1553",8091,1956,"Graduation","Married",63943,0,1,36.3666521865018,2.89897948556636,2,2.89897948556636
"1554",7321,1962,"Graduation","Together",76081,0,0,38.7430975749267,2,2.47213595499958,2
"1555",5462,1974,"Graduation","Married",67445,0,1,27.4618397253125,4,2.89897948556636,4.92820323027551
"1556",7791,1967,"Master","Married",37054,1,1,2.89897948556636,0,-2,1.46410161513775
"1557",955,1962,"Master","Together",47175,1,1,11.2664991614216,2,0.82842712474619,2
"1558",4037,1976,"Graduation","Divorced",31859,1,0,1.46410161513775,0,-2,0.82842712474619
"1559",6642,1961,"Graduation","Divorced",27215,2,1,7.38083151964686,0.82842712474619,0,2
"1560",2793,1976,"PhD","Divorced",70179,0,1,23.9229627936314,3.29150262212918,1.46410161513775,5.21110255092798
"1561",5424,1983,"Graduation","Married",39922,1,0,13.3622914957372,1.46410161513775,-2,2
"1562",879,1976,"Master","Married",49681,0,2,8.19803902718557,3.29150262212918,0,3.29150262212918
"1563",9530,1988,"Graduation","Married",24645,1,0,2,0,-2,0.82842712474619
"1564",4828,1954,"Graduation","Divorced",79865,0,1,31.3466640010661,2.47213595499958,4.32455532033676,2.47213595499958
"1565",10699,1985,"Graduation","Married",44322,1,0,10.6491106406735,1.46410161513775,-2,1.46410161513775
"1566",1497,1952,"Graduation","Single",47958,0,1,16.7616630392937,2.89897948556636,1.46410161513775,2.47213595499958
"1567",7476,1964,"Master","Single",63972,0,1,29.8747549010185,2.47213595499958,2,4.32455532033676
"1568",4390,1954,"Graduation","Together",75315,0,1,24.153393661244,2.47213595499958,2,4.92820323027551
"1569",10478,1950,"PhD","Married",55517,1,1,18.7846096908265,4.6332495807108,0,2.89897948556636
"1570",1081,1957,"PhD","Married",75283,1,2,24.8328157299975,2.89897948556636,1.46410161513775,2.47213595499958
"1571",4261,1946,"PhD","Single",82800,0,0,19.4476105895272,3.29150262212918,2.89897948556636,4.92820323027551
"1572",9916,1954,"Graduation","Married",38998,1,1,5.48331477354788,0.82842712474619,-2,1.46410161513775
"1573",5350,1991,"Master","Single",90638,0,0,58.4979338490167,1.46410161513775,2,4.32455532033676
"1574",8135,1986,"Master","Married",27161,1,0,7.59166304662544,0,-2,1.46410161513775
"1575",8685,1977,"Graduation","Married",42014,1,0,18.7846096908265,3.29150262212918,0,2.89897948556636
"1576",4967,1960,"PhD","Together",38201,0,1,7.59166304662544,2.47213595499958,0,2.47213595499958
"1577",2130,1982,"Graduation","Together",45203,2,0,14.3707055437449,1.46410161513775,0,1.46410161513775
"1578",9298,1947,"PhD","Together",81574,0,0,41.1277173056956,2,2.47213595499958,3.65685424949238
"1579",8175,1992,"Graduation","Married",34935,0,0,14.2480768092719,0.82842712474619,0,2
"1580",6257,1976,"Master","Single",60482,0,1,21.1516738055805,3.29150262212918,0.82842712474619,3.29150262212918
"1581",3790,1956,"Graduation","Together",34633,2,1,2.47213595499958,0,-2,0.82842712474619
"1582",9952,1947,"Master","Together",78093,0,0,48.5568986390582,2,3.29150262212918,2.47213595499958
"1583",3503,1950,"Graduation","Divorced",82460,0,0,45.8748368143433,2.47213595499958,1.46410161513775,2.89897948556636
"1584",5223,1966,"Master","Together",45903,0,1,4.32455532033676,0.82842712474619,0,1.46410161513775
